WorkstationGroupID,TranID,BeginDateTime,EndDateTime,OperatorID,TranTime,BreakTime,ArtNum,TNcash,TNcard,Amount
1,19032910607438,2019-03-29T14:55:07,2019-03-29T14:55:49,101,42,20,4,FALSE,TRUE,42.76
1,19032910607440,2019-03-29T14:56:09,2019-03-29T15:01:00,101,291,29,115,TRUE,FALSE,567.48
1,19032910607441,2019-03-29T15:01:29,2019-03-29T15:01:56,101,27,24,5,TRUE,FALSE,37.04
1,19032910607442,2019-03-29T15:02:20,2019-03-29T15:04:31,101,131,11,56,FALSE,TRUE,154.18
1,19032910607444,2019-03-29T15:04:42,2019-03-29T15:06:50,101,128,24,37,TRUE,FALSE,138.92
1,19032910607445,2019-03-29T15:07:14,2019-03-29T15:07:39,101,25,29,10,TRUE,FALSE,18.07
1,19032910607446,2019-03-29T15:08:08,2019-03-29T15:09:42,101,94,17,41,FALSE,TRUE,173.26
1,19032910607448,2019-03-29T15:09:59,2019-03-29T15:11:02,101,63,22,21,TRUE,FALSE,48.1
1,19032910607449,2019-03-29T15:11:24,2019-03-29T15:14:37,101,193,28,48,TRUE,FALSE,141.57
1,19032910607450,2019-03-29T15:15:05,2019-03-29T15:15:27,101,22,40,15,TRUE,FALSE,66.63
1,19032910607452,2019-03-29T15:16:07,2019-03-29T15:16:56,101,49,27,7,FALSE,TRUE,38.98
1,19032910607454,2019-03-29T15:17:23,2019-03-29T15:18:25,101,62,26,15,TRUE,FALSE,40.39
1,19032910607455,2019-03-29T15:18:51,2019-03-29T15:22:12,101,201,25,81,TRUE,FALSE,231.13
1,19032910607456,2019-03-29T15:22:37,2019-03-29T15:23:25,101,48,14,14,FALSE,TRUE,85.59
1,19032910607458,2019-03-29T15:23:39,2019-03-29T15:24:58,101,79,17,25,TRUE,FALSE,114.25
1,19032910607459,2019-03-29T15:25:15,2019-03-29T15:26:26,101,71,33,18,TRUE,FALSE,29.14
1,19032910607460,2019-03-29T15:26:59,2019-03-29T15:29:02,101,123,28,27,TRUE,TRUE,69.65
1,19032910607462,2019-03-29T15:29:30,2019-03-29T15:30:39,101,69,25,23,FALSE,TRUE,124.85
1,19032910607464,2019-03-29T15:31:04,2019-03-29T15:32:05,101,61,29,14,TRUE,FALSE,63.78
1,19032910607465,2019-03-29T15:32:34,2019-03-29T15:33:12,101,38,39,11,TRUE,FALSE,23.99
1,19032910607466,2019-03-29T15:33:51,2019-03-29T15:35:12,101,81,35,29,TRUE,FALSE,212.43
1,19032910607467,2019-03-29T15:35:47,2019-03-29T15:36:34,101,47,62,17,FALSE,TRUE,57.78
1,19032910607469,2019-03-29T15:37:36,2019-03-29T15:39:19,101,103,15,39,FALSE,TRUE,133.15
1,19032910607471,2019-03-29T15:39:34,2019-03-29T15:39:47,101,13,36,2,TRUE,FALSE,3.02
1,19032910607472,2019-03-29T15:40:23,2019-03-29T15:41:15,101,52,11,10,FALSE,TRUE,30.61
1,19032910607474,2019-03-29T15:41:26,2019-03-29T15:42:14,101,48,18,3,FALSE,TRUE,12.06
1,19032910607476,2019-03-29T15:42:32,2019-03-29T15:43:43,101,71,11,13,FALSE,TRUE,73.44
1,19032910607478,2019-03-29T15:43:54,2019-03-29T15:44:17,101,23,31,11,TRUE,FALSE,20.47
1,19032910607479,2019-03-29T15:44:48,2019-03-29T15:45:45,101,57,10,4,FALSE,TRUE,61.46
1,19032910607481,2019-03-29T15:45:55,2019-03-29T15:46:21,101,26,32,6,TRUE,FALSE,54.42
1,19032910607482,2019-03-29T15:46:53,2019-03-29T15:48:17,101,84,9,19,FALSE,TRUE,106.81
1,19032910607484,2019-03-29T15:48:26,2019-03-29T15:48:39,101,13,22,9,TRUE,FALSE,10.1
1,19032910607485,2019-03-29T15:49:01,2019-03-29T15:49:52,101,51,12,16,FALSE,TRUE,86.86
1,19032910607487,2019-03-29T15:50:04,2019-03-29T15:50:23,101,19,29,7,TRUE,FALSE,49.05
1,19032910607488,2019-03-29T15:50:52,2019-03-29T15:51:38,101,46,21,15,TRUE,FALSE,51.51
1,19032910607489,2019-03-29T15:51:59,2019-03-29T15:53:06,101,67,15,12,FALSE,TRUE,61.23
1,19032910607491,2019-03-29T15:53:21,2019-03-29T15:55:19,101,118,24,32,TRUE,FALSE,99.06
1,19032910607492,2019-03-29T15:55:43,2019-03-29T15:57:27,101,104,47,45,TRUE,FALSE,160.23
1,19032910607495,2019-03-29T15:58:14,2019-03-29T15:58:20,101,6,14,1,TRUE,FALSE,12.99
1,19032910607496,2019-03-29T15:58:34,2019-03-29T15:59:39,101,65,16,33,TRUE,FALSE,80.11
1,19032910607497,2019-03-29T15:59:55,2019-03-29T16:00:28,101,33,21,15,FALSE,TRUE,34.59
1,19032910607499,2019-03-29T16:00:49,2019-03-29T16:01:50,101,61,19,17,FALSE,TRUE,114.59
1,19032910607501,2019-03-29T16:02:09,2019-03-29T16:02:37,101,28,14,9,TRUE,FALSE,14.7
1,19032910607502,2019-03-29T16:02:51,2019-03-29T16:03:49,101,58,8,24,FALSE,TRUE,78.26
1,19032910607504,2019-03-29T16:03:57,2019-03-29T16:04:17,101,20,43,8,TRUE,FALSE,19.78
1,19032910607505,2019-03-29T16:05:00,2019-03-29T16:08:25,101,205,25,71,FALSE,TRUE,214.68
1,19032910607507,2019-03-29T16:08:50,2019-03-29T16:10:28,101,98,25,26,FALSE,TRUE,81.15
1,19032910607509,2019-03-29T16:10:53,2019-03-29T16:12:17,101,84,25,27,FALSE,TRUE,177.84
1,19032910607511,2019-03-29T16:12:42,2019-03-29T16:13:21,101,39,23,17,TRUE,FALSE,89.63
1,19032910607512,2019-03-29T16:13:44,2019-03-29T16:15:43,101,119,34,46,TRUE,FALSE,217.89
1,19032910607513,2019-03-29T16:16:17,2019-03-29T16:18:38,101,141,12,17,FALSE,TRUE,86.18
1,19032910607515,2019-03-29T16:18:50,2019-03-29T16:19:49,101,59,12,24,TRUE,FALSE,105
1,19032910607516,2019-03-29T16:20:01,2019-03-29T16:23:57,101,236,12,104,FALSE,TRUE,355.91
1,19032910607518,2019-03-29T16:24:09,2019-03-29T16:26:39,101,150,31,73,FALSE,TRUE,349.94
1,19032910607520,2019-03-29T16:27:10,2019-03-29T16:27:36,101,26,21,9,TRUE,FALSE,44.79
1,19032910607521,2019-03-29T16:27:57,2019-03-29T16:28:53,101,56,20,24,FALSE,TRUE,105.98
1,19032910607523,2019-03-29T16:29:13,2019-03-29T16:29:32,101,19,30,4,TRUE,FALSE,26.12
1,19032910607524,2019-03-29T16:30:02,2019-03-29T16:32:53,101,171,23,60,TRUE,FALSE,320.01
1,19032910607525,2019-03-29T16:33:16,2019-03-29T16:34:27,101,71,26,38,TRUE,FALSE,111.98
1,19032910607526,2019-03-29T16:34:53,2019-03-29T16:36:16,101,83,16,19,FALSE,TRUE,55.92
1,19032910607528,2019-03-29T16:36:32,2019-03-29T16:37:50,101,78,17,32,FALSE,TRUE,115.32
1,19032910607530,2019-03-29T16:38:07,2019-03-29T16:38:50,101,43,24,17,TRUE,FALSE,62.47
1,19032910607531,2019-03-29T16:39:14,2019-03-29T16:39:34,101,20,17,5,TRUE,FALSE,32.25
1,19032910607532,2019-03-29T16:39:51,2019-03-29T16:41:40,101,109,41,34,FALSE,TRUE,180.85
1,19032910607534,2019-03-29T16:42:21,2019-03-29T16:42:37,101,16,17,6,TRUE,FALSE,26.94
1,19032910607535,2019-03-29T16:42:54,2019-03-29T16:43:23,101,29,19,5,TRUE,FALSE,11.25
1,19032910607536,2019-03-29T16:43:42,2019-03-29T16:44:03,101,21,24,7,TRUE,FALSE,19.43
1,19032910607537,2019-03-29T16:44:27,2019-03-29T16:45:45,101,78,9,30,FALSE,TRUE,144.5
1,19032910607539,2019-03-29T16:45:54,2019-03-29T16:46:21,101,27,52,9,TRUE,FALSE,48.91
1,19032910607540,2019-03-29T16:47:13,2019-03-29T16:47:49,101,36,73,13,TRUE,FALSE,28.72
1,19032910607543,2019-03-29T16:49:02,2019-03-29T16:50:17,101,75,14,7,TRUE,FALSE,22.96
1,19032910607544,2019-03-29T16:50:31,2019-03-29T16:50:59,101,28,9,7,FALSE,TRUE,19.65
1,19032910607546,2019-03-29T16:51:08,2019-03-29T16:51:34,101,26,19,8,FALSE,TRUE,30.74
1,19032910607548,2019-03-29T16:51:53,2019-03-29T16:53:15,101,82,22,35,TRUE,FALSE,155.76
1,19032910607549,2019-03-29T16:53:37,2019-03-29T16:54:46,101,69,19,7,FALSE,TRUE,62.18
1,19032910607551,2019-03-29T16:55:05,2019-03-29T16:55:28,101,23,19,7,TRUE,FALSE,29.69
1,19032910607552,2019-03-29T16:55:47,2019-03-29T16:55:55,101,8,11,1,TRUE,FALSE,3.05
1,19032910607553,2019-03-29T16:56:06,2019-03-29T16:56:13,101,7,25,3,TRUE,FALSE,18.63
1,19032910607554,2019-03-29T16:56:38,2019-03-29T16:57:41,101,63,16,17,FALSE,TRUE,65.27
1,19032910607556,2019-03-29T16:57:57,2019-03-29T16:58:04,101,7,16,1,TRUE,FALSE,23.99
1,19032910607557,2019-03-29T16:58:20,2019-03-29T16:58:31,101,11,22,5,TRUE,FALSE,17.55
1,19032910607558,2019-03-29T16:58:53,2019-03-29T16:59:01,101,8,10,1,TRUE,FALSE,0.99
1,19032910607559,2019-03-29T16:59:11,2019-03-29T16:59:26,101,15,16,3,FALSE,TRUE,16.27
1,19032910607561,2019-03-29T16:59:42,2019-03-29T17:00:11,101,29,9,12,FALSE,TRUE,52.85
1,19032910607563,2019-03-29T17:00:20,2019-03-29T17:00:27,101,7,23,1,TRUE,FALSE,3.39
1,19032910607564,2019-03-29T17:00:50,2019-03-29T17:01:21,101,31,12,13,FALSE,TRUE,32.79
1,19032910607566,2019-03-29T17:01:33,2019-03-29T17:02:26,101,53,12,14,FALSE,TRUE,92.96
1,19032910607568,2019-03-29T17:02:38,2019-03-29T17:04:00,101,82,38,25,TRUE,FALSE,89.13
1,19032910607569,2019-03-29T17:04:38,2019-03-29T17:05:32,101,54,13,17,FALSE,TRUE,70.27
1,19032910607571,2019-03-29T17:05:45,2019-03-29T17:06:34,101,49,27,14,TRUE,FALSE,61.32
1,19032910607572,2019-03-29T17:07:01,2019-03-29T17:07:17,101,16,24,5,FALSE,TRUE,12.41
1,19032910607574,2019-03-29T17:07:41,2019-03-29T17:09:30,101,109,20,45,TRUE,FALSE,129.87
1,19032910607575,2019-03-29T17:09:50,2019-03-29T17:12:46,101,176,24,82,TRUE,FALSE,316.67
1,19032910607576,2019-03-29T17:13:10,2019-03-29T17:13:46,101,36,27,9,FALSE,TRUE,38.71
1,19032910607578,2019-03-29T17:14:13,2019-03-29T17:14:46,101,33,14,10,FALSE,TRUE,47.14
1,19032910607580,2019-03-29T17:15:00,2019-03-29T17:15:39,101,39,18,10,TRUE,FALSE,52.54
1,19032910607581,2019-03-29T17:15:57,2019-03-29T17:16:21,101,24,21,9,TRUE,FALSE,18.97
1,19032910607582,2019-03-29T17:16:42,2019-03-29T17:17:58,101,76,24,33,TRUE,FALSE,132.62
1,19032910607583,2019-03-29T17:18:22,2019-03-29T17:18:55,101,33,29,7,TRUE,FALSE,21.17
1,19032910607584,2019-03-29T17:19:24,2019-03-29T17:22:56,101,212,18,94,FALSE,TRUE,422.8
1,19032910607586,2019-03-29T17:23:14,2019-03-29T17:24:09,101,55,6,12,FALSE,TRUE,50.96
1,19032910607588,2019-03-29T17:24:15,2019-03-29T17:25:20,101,65,11,30,FALSE,TRUE,141.14
1,19032910607590,2019-03-29T17:25:31,2019-03-29T17:26:57,101,86,38,30,FALSE,TRUE,109.45
1,19032910607592,2019-03-29T17:27:35,2019-03-29T17:28:29,101,54,11,11,FALSE,TRUE,53.06
1,19032910607594,2019-03-29T17:28:40,2019-03-29T17:31:06,101,146,11,39,TRUE,FALSE,302.7
1,19032910607595,2019-03-29T17:31:17,2019-03-29T17:33:23,101,126,13,43,FALSE,TRUE,188.18
1,19032910607597,2019-03-29T17:33:36,2019-03-29T17:35:37,101,121,14,49,FALSE,TRUE,287.52
1,19032910607599,2019-03-29T17:35:51,2019-03-29T17:36:39,101,48,6,14,TRUE,FALSE,58.95
1,19032910607600,2019-03-29T17:36:45,2019-03-29T17:37:26,101,41,7,10,FALSE,TRUE,36.86
1,19032910607602,2019-03-29T17:37:33,2019-03-29T17:37:59,101,26,13,12,TRUE,FALSE,31.76
1,19032910607603,2019-03-29T17:38:12,2019-03-29T17:40:00,101,108,11,45,FALSE,TRUE,276.88
1,19032910607605,2019-03-29T17:40:11,2019-03-29T17:41:13,101,62,12,17,TRUE,FALSE,79.89
1,19032910607606,2019-03-29T17:41:25,2019-03-29T17:43:18,101,113,13,57,FALSE,TRUE,226.32
1,19032910607608,2019-03-29T17:43:31,2019-03-29T17:44:14,101,43,13,17,TRUE,FALSE,42.55
1,19032910607609,2019-03-29T17:44:27,2019-03-29T17:47:21,101,174,14,65,TRUE,FALSE,303.32
1,19032910607610,2019-03-29T17:47:35,2019-03-29T17:48:41,101,66,15,17,FALSE,TRUE,57.06
1,19032910607614,2019-03-29T17:48:56,2019-03-29T17:49:53,101,57,5,15,FALSE,TRUE,98.31
1,19032910607616,2019-03-29T17:49:58,2019-03-29T17:50:48,101,50,9,14,FALSE,TRUE,72.64
1,19032910607618,2019-03-29T17:50:57,2019-03-29T17:51:32,101,35,11,7,TRUE,FALSE,22.44
1,19032910607619,2019-03-29T17:51:43,2019-03-29T17:52:50,101,67,23,26,FALSE,TRUE,115.41
1,19032910607621,2019-03-29T17:53:13,2019-03-29T17:53:48,101,35,16,5,TRUE,FALSE,11.83
1,19032910607622,2019-03-29T17:54:04,2019-03-29T17:54:12,101,8,12,1,TRUE,FALSE,2.99
1,19032910607623,2019-03-29T17:54:24,2019-03-29T17:54:52,101,28,15,8,FALSE,TRUE,38.26
1,19032910607625,2019-03-29T17:55:07,2019-03-29T17:57:36,101,149,23,30,TRUE,FALSE,136.58
1,19032910607626,2019-03-29T17:57:59,2019-03-29T17:58:19,101,20,15,7,FALSE,TRUE,44.5
1,19032910607628,2019-03-29T17:58:34,2019-03-29T17:58:51,101,17,22,9,TRUE,FALSE,9.77
1,19032910607629,2019-03-29T17:59:13,2019-03-29T18:00:27,101,74,23,14,FALSE,TRUE,46.84
1,19032910607631,2019-03-29T18:00:50,2019-03-29T18:04:07,101,197,62,50,FALSE,TRUE,250.11
1,19032910607633,2019-03-29T18:05:09,2019-03-29T18:08:12,101,183,29,80,TRUE,FALSE,277.57
1,19032910607634,2019-03-29T18:08:41,2019-03-29T18:09:38,101,57,21,16,TRUE,FALSE,107.71
1,19032910607635,2019-03-29T18:09:59,2019-03-29T18:10:29,101,30,38,12,TRUE,FALSE,44.93
1,19032910607638,2019-03-29T18:11:07,2019-03-29T18:11:26,101,19,26,6,TRUE,FALSE,20.95
1,19032910607639,2019-03-29T18:11:52,2019-03-29T18:12:54,101,62,12,25,FALSE,FALSE,108.55
1,19032910607640,2019-03-29T18:13:06,2019-03-29T18:14:42,101,96,20,36,FALSE,TRUE,123.25
1,19032910607642,2019-03-29T18:15:02,2019-03-29T18:16:10,101,68,74,36,FALSE,TRUE,43.17
1,19032910607644,2019-03-29T18:17:24,2019-03-29T18:20:40,101,196,36,69,FALSE,TRUE,262.13
1,19032910607646,2019-03-29T18:21:16,2019-03-29T18:22:54,101,98,26,44,TRUE,FALSE,155.11
1,19032910607647,2019-03-29T18:23:20,2019-03-29T18:24:53,101,93,22,45,TRUE,FALSE,231.5
1,19032910607648,2019-03-29T18:25:15,2019-03-29T18:27:03,101,108,21,27,FALSE,TRUE,183.32
1,19032910607650,2019-03-29T18:27:24,2019-03-29T18:30:02,101,158,35,9,FALSE,TRUE,36.84
1,19032910607652,2019-03-29T18:30:37,2019-03-29T18:31:11,101,34,23,19,TRUE,FALSE,83.25
1,19032910607653,2019-03-29T18:31:34,2019-03-29T18:33:36,101,122,17,64,FALSE,TRUE,195.03
1,19032910607655,2019-03-29T18:33:53,2019-03-29T18:34:41,101,48,24,5,FALSE,TRUE,20.21
1,19032910607657,2019-03-29T18:35:05,2019-03-29T18:35:59,101,54,22,26,TRUE,FALSE,135.13
1,19032910607658,2019-03-29T18:36:21,2019-03-29T18:37:34,101,73,28,25,FALSE,TRUE,75.68
1,19032910607660,2019-03-29T18:38:02,2019-03-29T18:38:15,101,13,13,4,FALSE,TRUE,31.45
1,19032910607662,2019-03-29T18:38:28,2019-03-29T18:39:15,101,47,12,10,FALSE,TRUE,45.62
1,19032910607664,2019-03-29T18:39:27,2019-03-29T18:39:32,101,5,47,3,TRUE,FALSE,2.61
1,19032910607665,2019-03-29T18:40:19,2019-03-29T18:42:03,101,104,32,34,TRUE,FALSE,163.23
1,19032910607666,2019-03-29T18:42:35,2019-03-29T18:42:57,101,22,14,5,FALSE,TRUE,65.95
1,19032910607668,2019-03-29T18:43:11,2019-03-29T18:43:51,101,40,10,19,FALSE,TRUE,43.92
1,19032910607670,2019-03-29T18:44:01,2019-03-29T18:44:14,101,13,13,1,FALSE,TRUE,15.95
1,19032910607672,2019-03-29T18:44:27,2019-03-29T18:44:32,101,5,12,2,TRUE,FALSE,1.98
1,19032910607673,2019-03-29T18:44:44,2019-03-29T18:45:25,101,41,25,24,TRUE,FALSE,75.28
1,19032910607674,2019-03-29T18:45:50,2019-03-29T18:46:02,101,12,16,6,TRUE,FALSE,46.36
1,19032910607675,2019-03-29T18:46:18,2019-03-29T18:47:22,101,64,53,33,TRUE,FALSE,208
1,19032910607676,2019-03-29T18:48:15,2019-03-29T18:49:13,101,58,9,17,FALSE,TRUE,59.9
1,19032910607678,2019-03-29T18:49:22,2019-03-29T18:50:34,101,72,24,23,FALSE,TRUE,63.59
1,19032910607680,2019-03-29T18:50:58,2019-03-29T18:51:33,101,35,43,19,TRUE,FALSE,45.63
1,19032910607683,2019-03-29T18:52:16,2019-03-29T18:52:47,101,31,29,4,FALSE,TRUE,83.22
1,19032910607685,2019-03-29T18:53:16,2019-03-29T18:53:58,101,42,38,11,TRUE,FALSE,31.44
1,19032910607686,2019-03-29T18:54:36,2019-03-29T18:55:58,101,82,58,38,FALSE,TRUE,133.86
1,19032910607690,2019-03-29T18:56:56,2019-03-29T18:58:56,101,120,14,41,FALSE,TRUE,153.49
1,19032910607692,2019-03-29T18:59:10,2019-03-29T19:02:14,101,184,14,88,FALSE,TRUE,303.4
1,19032910607694,2019-03-29T19:02:28,2019-03-29T19:02:50,101,22,10,6,FALSE,TRUE,50.28
1,19032910607696,2019-03-29T19:03:00,2019-03-29T19:05:14,101,134,18,64,FALSE,TRUE,240.17
1,19032910607698,2019-03-29T19:05:32,2019-03-29T19:05:57,101,25,19,3,FALSE,TRUE,13.06
1,19032910607700,2019-03-29T19:06:16,2019-03-29T19:06:31,101,15,21,6,TRUE,FALSE,27.55
1,19032910607701,2019-03-29T19:06:52,2019-03-29T19:08:13,101,81,13,25,FALSE,TRUE,94.79
1,19032910607703,2019-03-29T19:08:26,2019-03-29T19:10:01,101,95,23,40,FALSE,TRUE,106.87
1,19032910607705,2019-03-29T19:10:24,2019-03-29T19:11:22,101,58,15,21,TRUE,FALSE,100.25
1,19032910607706,2019-03-29T19:11:37,2019-03-29T19:12:45,101,68,22,18,TRUE,FALSE,74.62
1,19032910607707,2019-03-29T19:13:07,2019-03-29T19:13:58,101,51,24,12,TRUE,FALSE,47.44
1,19032910607708,2019-03-29T19:14:22,2019-03-29T19:14:41,101,19,9,3,FALSE,TRUE,39.81
1,19032910607710,2019-03-29T19:14:50,2019-03-29T19:15:09,101,19,22,5,TRUE,FALSE,14.65
1,19032910607711,2019-03-29T19:15:31,2019-03-29T19:16:00,101,29,12,10,FALSE,TRUE,24.85
1,19032910607713,2019-03-29T19:16:12,2019-03-29T19:17:56,101,104,15,39,FALSE,TRUE,212.42
1,19032910607715,2019-03-29T19:18:11,2019-03-29T19:21:16,101,185,20,98,TRUE,FALSE,370.34
1,19032910607716,2019-03-29T19:21:36,2019-03-29T19:21:44,101,8,20,6,TRUE,FALSE,10.74
1,19032910607717,2019-03-29T19:22:04,2019-03-29T19:23:03,101,59,19,22,TRUE,FALSE,91.4
1,19032910607718,2019-03-29T19:23:22,2019-03-29T19:23:30,101,8,24,3,TRUE,FALSE,16.46
1,19032910607719,2019-03-29T19:23:54,2019-03-29T19:25:38,101,104,16,50,FALSE,TRUE,146.47
1,19032910607721,2019-03-29T19:25:54,2019-03-29T19:26:20,101,26,23,8,TRUE,FALSE,21.73
1,19032910607722,2019-03-29T19:26:43,2019-03-29T19:27:30,101,47,17,19,TRUE,FALSE,95.92
1,19032910607723,2019-03-29T19:27:47,2019-03-29T19:29:07,101,80,32,22,FALSE,TRUE,75.74
1,19032910607725,2019-03-29T19:29:39,2019-03-29T19:29:58,101,19,17,5,FALSE,TRUE,21.28
1,19032910607727,2019-03-29T19:30:15,2019-03-29T19:32:53,101,158,17,52,FALSE,TRUE,190.76
1,19032910607729,2019-03-29T19:33:10,2019-03-29T19:34:27,101,77,20,38,FALSE,TRUE,120.65
1,19032910607731,2019-03-29T19:34:47,2019-03-29T19:36:53,101,126,15,63,FALSE,TRUE,323.26
1,19032910607733,2019-03-29T19:37:08,2019-03-29T19:37:54,101,46,10,9,FALSE,TRUE,77.67
1,19032910607735,2019-03-29T19:38:04,2019-03-29T19:38:26,101,22,12,11,FALSE,TRUE,35.39
1,19032910607737,2019-03-29T19:38:38,2019-03-29T19:39:52,101,74,19,16,FALSE,TRUE,38.82
1,19032910607739,2019-03-29T19:40:11,2019-03-29T19:41:38,101,87,19,29,TRUE,FALSE,92.44
1,19032910607740,2019-03-29T19:41:57,2019-03-29T19:42:11,101,14,18,2,FALSE,TRUE,8.64
1,19032910607742,2019-03-29T19:42:29,2019-03-29T19:44:11,101,102,38,47,TRUE,FALSE,195.94
1,19032910607743,2019-03-29T19:44:49,2019-03-29T19:47:09,101,140,14,61,FALSE,TRUE,439.79
1,19032910607745,2019-03-29T19:47:23,2019-03-29T19:47:42,101,19,13,7,FALSE,TRUE,21.07
1,19032910607747,2019-03-29T19:47:55,2019-03-29T19:48:50,101,55,32,18,FALSE,TRUE,70.34
1,19032910607749,2019-03-29T19:49:22,2019-03-29T19:50:22,101,60,15,21,FALSE,TRUE,96.44
1,19032910607751,2019-03-29T19:50:37,2019-03-29T19:51:32,101,55,26,22,FALSE,TRUE,83.59
1,19032910607753,2019-03-29T19:51:58,2019-03-29T19:52:22,101,24,14,1,TRUE,FALSE,3.29
1,19032910607754,2019-03-29T19:52:36,2019-03-29T19:53:41,101,65,14,32,FALSE,TRUE,67.56
1,19032910607756,2019-03-29T19:53:55,2019-03-29T19:56:54,101,179,18,80,FALSE,TRUE,337.34
1,19032910607758,2019-03-29T19:57:12,2019-03-29T19:58:34,101,82,41,36,FALSE,TRUE,209.44
1,19032910607762,2019-03-29T19:59:15,2019-03-29T20:00:29,101,74,13,32,FALSE,TRUE,71.28
1,19032910607764,2019-03-29T20:00:42,2019-03-29T20:02:59,101,137,17,49,FALSE,TRUE,223.81
1,19032910607766,2019-03-29T20:03:16,2019-03-29T20:06:46,101,210,35,79,FALSE,TRUE,347.12
1,19032910607769,2019-03-29T20:07:21,2019-03-29T20:08:53,101,92,18,35,TRUE,FALSE,146.02
1,19032910607770,2019-03-29T20:09:11,2019-03-29T20:09:38,101,27,25,6,FALSE,TRUE,72.47
1,19032910607772,2019-03-29T20:10:03,2019-03-29T20:11:09,101,66,21,12,FALSE,TRUE,46.35
1,19032910607774,2019-03-29T20:11:30,2019-03-29T20:12:12,101,42,23,12,TRUE,FALSE,55.33
1,19032910607775,2019-03-29T20:12:35,2019-03-29T20:18:30,101,355,31,83,TRUE,FALSE,512.61
1,19032910607776,2019-03-29T20:19:01,2019-03-29T20:21:40,101,159,18,53,TRUE,FALSE,184.9
1,19032910607777,2019-03-29T20:21:58,2019-03-29T20:22:25,101,27,13,3,TRUE,FALSE,1.49
1,19032910607778,2019-03-29T20:22:38,2019-03-29T20:23:30,101,52,26,18,TRUE,FALSE,65.57
1,19032910607779,2019-03-29T20:23:56,2019-03-29T20:25:15,101,79,20,41,TRUE,FALSE,124.4
